name,party,page_views
Pierre Nantel,Green,3519
Pierre Paquette,BQ,621
Pierre Pettigrew,Liberal,8039
Pierre Poilievre,CPC,222389
Pierre Savard,Liberal,1041
Pierre de Savoye,BQ,97
Pierrette Venne,BQ,508
Piers McDonald,NDP,1477
Pietro Rizzuto,Liberal,1314
Pius Michaud,Liberal,146
David Milwyn Duggan,CPC,756
Prosper Boulanger,Liberal,133
Thomas David McConkey,Liberal,165
Rahim Jaffer,CPC,7435
Randall Garrison,NDP,7202
Randy Kamp,CPC,499
Raoul Dandurand,Liberal,1862
Raymond Bonin,Liberal,240
Raymond Chan,Liberal,4928
Raymond Côté,NDP,612
Raymond Dupont,Liberal,209
Raymond Eudes,Liberal,121
Raymond Garneau,Liberal,560
Raymond Lavigne,Liberal,603
Raymond O'Hurley,CPC,97
Raymond Préfontaine,Liberal,422
Raymond Raymond,Liberal,134
Raymond Rock,CPC,400
Raymond Simard,Liberal,909
Raymonde Folco,Liberal,564
Raynald Blais,BQ,223
Raynald Guay,Liberal,121
Renaud Chapdelaine,CPC,50
Renaude Lapointe,Liberal,320
René Canuel,BQ,83
René Cousineau,Liberal,151
René Gingras,Liberal,80
René Jutras,Liberal,159
René Laurin,BQ,145
René Létourneau,CPC,61
René Morin,Liberal,231
René Émard,Liberal,104
Rhéal Bélisle,CPC,376
Ricardo López,CPC,922
Richard Brown,Liberal,474
Richard Hanson,CPC,NA
Richard Bélisle,BQ,213
Richard Chapman Weldon,CPC,313
Richard Grisé,CPC,259
Dick Harris,CPC,1039
Richard Hutchison,Liberal,281
Richard Marceau,BQ,1244
Richard Nadeau,BQ,904
Richard Reid Dobell,Liberal,292
Rick Casson,CPC,495
Rick Dykstra,CPC,4341
Rick Norlock,CPC,488
Rob Anders,CPC,5772
Rob Merrifield,CPC,653
Rob Moore,CPC,5449
Robert Major,Liberal,168
Robert Aubin,NDP,1123
Robert Barry Cutler,Liberal,66
Robert Bertrand,Liberal,863
Robert Bickerdike,Liberal,429
Robert Bouchard,BQ,354
Robert Carrier,BQ,288
Robert Cauchon,Liberal,132
Robert Chisholm,NDP,2760
Robert Corbett,CPC,558
Robert Duncan Wilmot,CPC,92
Robert Deschamps,BQ,204
Robert Gourd,Liberal,154
Robert Davidson,Liberal,58
Robert Harwood,CPC,314
Robert Henderson,Liberal,616
Robert James Wood,Liberal,210
Robert John Pratt,CPC,565
Robert Lanctot,BQ,203
Robert Layton,CPC,5626
Robert Mitchell,Liberal,1293
Robert Moffat,CPC,177
Robert N. Thompson,CPC,2220
Robert Nelson Walsh,CPC,66
Robert Newton Hall,Liberal,91
Robert Ryan,Liberal,73
Robert Smeaton White,CPC,278
Robert Thibault,Liberal,672
Robert Trevors,CPC,259
Robert Trudel,CPC,118
Robert Vincent,BQ,243
Robert Watson Grimmer,CPC,47
Robert de Cotret,CPC,1075
Roch-Pamphile Vallée,CPC,26
Roch La Salle,CPC,738
Roch Lanctôt,Liberal,92
Roch Moïse Samuel Mignault,Liberal,80
Roch Pinard,Liberal,144
Rod Bruinooge,CPC,1990
Roderick Blaker,Liberal,220
Rodger Cuzner,Liberal,1916
Rodney Weston,CPC,1612
Rodolphe Forget,CPC,1051
Rodolphe Leduc,Liberal,76
Rodolphe Lemieux,Liberal,695
Rodrigue Bourdages,CPC,56
Roger Régimbal,CPC,116
Roger Clavet,BQ,157
Roger Clinch,CPC,205
Roger Gallaway,Liberal,786
Roger Gaudet,BQ,181
Roger Grimes,Liberal,2805
Roger Parizeau,CPC,46
Roger Pomerleau,BQ,220
Roger Stuart Bacon,CPC,5463
Roger Valley,Liberal,374
Roland Beaudry,Liberal,138
Roland English,CPC,86
Rolland Dion,Liberal,113
Romeo Saganash,NDP,8676
Romuald-Charlemagne Laurier,Liberal,268
Romuald Bourque,Liberal,207
Romuald Montézuma Gendron,Liberal,45
Ron Cannan,CPC,1259
Rona Ambrose,CPC,64179
Rosaire Gauthier,Liberal,164
Rosaire Gendron,Liberal,161
Rosane Doré Lefebvre,NDP,716
Rosann Wowchuk,NDP,437
Rose-Marie Losier-Cool,Liberal,147
Rose-May Poirier,CPC,594
A. Ross Webster,CPC,133
Ross Wetmore,CPC,365
Roy Cullen,Liberal,1029
Royal Galipeau,CPC,1465
Ruben Charles Laurier,Liberal,126
Ruby Dhalla,Liberal,14849
Rufus Henry Pope,CPC,159
Russ Hiebert,CPC,787
Russell MacLellan,Liberal,3500
Ruth Ellen Brosseau,NDP,35796
Ryan Riordon,CPC,121
Réal Lapierre,BQ,139
Réjean Genest,NDP,238
Réjean Lefebvre,BQ,173
Rémi Bujold,Liberal,193
Rémi Paul,CPC,221
Dennis Fentie,NDP,2009
Sadia Groguhé,NDP,1301
Samuel Boulanger,Liberal,60
Samuel Desjardins,Liberal,62
Samuel Gobeil,CPC,110
Samuel William Jacobs,Liberal,804
Sandra Lovelace Nicholas,Liberal,3568
Sandra Morin,NDP,518
Sarto Fournier,Liberal,1161
Scott Andrews,Liberal,4015
Scott Reid,CPC,13228
Scott Simms,Liberal,10850
Sean Casey,Liberal,4045
Serge Cardin,BQ,833
Serge Marcil,Liberal,466
Serge Robichaud,CPC,160
Shawn Murphy,Liberal,914
Sheila Finestone,Liberal,2080
Sherry Wilson,CPC,803
Shirley Maheu,Liberal,338
Simon-Xavier Cimon,CPC,134
Simon Cimon,CPC,92
Simon De Jong,NDP,1462
Simon Hugh Holmes,CPC,583
Sixte Coupal dit la Reine,Liberal,111
Pat Binns,CPC,2942
Solange Chaput-Rolland,CPC,458
Sonny Gallant,Liberal,1708
Sophia Aggelonitis,Liberal,872
Stanislas Blanchard,Liberal,110
Stanislaus Francis Perry,Liberal,373
Stanley Knowles,NDP,3086
Scott Brison,Liberal,15558
Stephen Burpee Appleby,Liberal,57
Stephen McNeil,Liberal,39596
Stephen Owen,Liberal,1741
Steve Cardiff,NDP,266
Steven Fletcher,CPC,6434
Steven Myers,CPC,991
Svend Robinson,NDP,17162
Stéphan Tremblay,BQ,450
Stéphane Bergeron,BQ,2260
Sue Barnes,Liberal,953
Sukh Dhaliwal,Liberal,12647
Susan Kadis,Liberal,1459
Sue Stultz,CPC,129
Suzanne Beauchamp-Niquet,Liberal,135
Suzanne Blais-Grenier,CPC,404
Suzanne Duplessis,CPC,309
Suzanne Tremblay,BQ,2049
Sydney Arthur Fisher,Liberal,345
Sydney Robert Bellingham,CPC,259
Sylvain Chicoine,NDP,485
Sylvie Boucher,CPC,1664
Sébastien Gagnon,BQ,364
Séverin Lachapelle,CPC,51
Tarik Brahmi,NDP,775
Ted Hsu,Liberal,5046
Ted Menzies,CPC,1160
Ted Morton,CPC,2825
Adams George Archibald,Liberal,4757
Thane Campbell,Liberal,478
Thelma Chalifoux,Liberal,1870
Thierry St-Cyr,BQ,469
Thomas Aaron Hartt,CPC,69
Thomas Bell,CPC,91
Thomas Chapais,CPC,625
Thomas Christie,Liberal,122
Thomas Fortin,Liberal,274
Thomas George Roddick,CPC,1012
Thomas-Jean Bourque,CPC,76
Thomas Lefebvre,Liberal,291
Thomas McGreevy,Liberal,521
Thomas Murray,Liberal,185
Thomas Temple,CPC,173
Thomas Vien,Liberal,195
Thomas White,CPC,320
Thomas Workman,Liberal,131
Théogène Ricard,CPC,201
Théotime Blanchard,CPC,195
Marie Thérèse Killens,Liberal,253
Tilly O'Neill-Gordon,CPC,705
Tim Uppal,CPC,25178
Auguste-Réal Angers,CPC,360
Timothy Byron Rider,Liberal,123
Timothy Anglin,Liberal,721
Todd Hardy,NDP,758
Todd Russell,Liberal,1687
Tom Lukiwski,CPC,4680
Tom Wappel,Liberal,1213
Tommy Banks,Liberal,4369
Toni Skarica,CPC,582
Tony Clement,CPC,20341
Tony Martin,NDP,1296
Tony Penikett,NDP,5879
Tony Valeri,Liberal,1640
Raymond Gravel,BQ,2507
Trevor Holder,CPC,1432
Troy Lifford,CPC,212
Tyrone Benskin,NDP,31367
Télesphore-Damien Bouchard,Liberal,415
Télesphore Fournier,Liberal,552
Télésphore Arsenault,CPC,146
Roméo Dallaire,Liberal,122085
Urbain Lippé,CPC,107
Florent Dubois,CPC,49
Val Meredith,CPC,619
Victor Forget,Liberal,43
Victor Geoffrion,Liberal,57
Vim Kochhar,CPC,791
Vincent Brassard,CPC,65
Vincent Della Noce,CPC,198
Vincent Drouin,Liberal,96
Vincent Dupuis,Liberal,150
Viola Léger,Liberal,1532
Vivian Barbot,BQ,21869
Bud Jardine,CPC,165
Wajid Khan,CPC,7719
Wallace McDonald,Liberal,135
Wally Stiles,CPC,160
Walter Bernard Smith,Liberal,70
Walter Edward Foster,Liberal,551
Walter George Mitchell,Liberal,246
Walter Lea,Liberal,566
Walter Pitman,NDP,1134
Walter Russell Shaw,CPC,450
Wayne Arthurs,Liberal,389
Wayne Easter,Liberal,7297
Wayne Gaudet,Liberal,427
Wayne Marston,NDP,905
Wes McLean,CPC,285
Wilbert Keon,CPC,2163
Wilfred McDonald,Liberal,758
Wilfrid Bruno Nantel,CPC,94
Wilfrid Gariépy,Liberal,289
Wilfrid Girouard,Liberal,75
Wilfrid Lacroix,Liberal,101
Wilfrid Prévost,Liberal,82
William Allen Walsh,CPC,165
William Anderson Black,CPC,592
William Annand,Liberal,966
William Bunting Snowball,Liberal,192
William Bullock Ives,CPC,275
William Creaghan,CPC,58
William Donahue,Liberal,104
William Duckett,CPC,68
William Evan Price,CPC,512
William Folger Nickle,CPC,575
William Frederic Kay,Liberal,74
William Frederick Todd,Liberal,357
William George Clark,Liberal,326
William Hales Hingston,CPC,663
William Henry Draper,CPC,1014
William Hoste Webb,CPC,64
William J. P. MacMillan,CPC,302
William James Hushion,Liberal,108
William James Lewis,Liberal,224
William James Parkhill,CPC,140
William Le Boutillier Fauvel,Liberal,128
William McDougall,CPC,143
William McKay Wright,CPC,290
William Ryan,Liberal,91
William Murray Caldwell,Liberal,66
William Owens,CPC,227
William Power,Liberal,296
William Price,CPC,320
William Pugsley,Liberal,568
William Scott Maclaren,Liberal,201
William Stevens Fielding,Liberal,1513
W. S. Loggie,Liberal,299
William Thomas Pipes,Liberal,663
Willis Keith Baldwin,Liberal,89
Wishart McLea Robertson,Liberal,316
Yasmin Ratansi,Liberal,19159
Yolande Thibeault,Liberal,275
Yvan Bernier,BQ,136
Yvan Loubier,BQ,276
Yves-François Blanchet,BQ,170515
Yves Caron,Liberal,166
Yves Demers,Liberal,127
Yves Duhaime,BQ,378
Yves Forest,Liberal,142
Yves Lessard,BQ,860
Yves Morin,Liberal,186
Yves Rocheleau,BQ,267
Yvon Tassé,CPC,72
Yvon Bonenfant,CPC,71
Yvon Charbonneau,Liberal,446
Yvon Côté,CPC,136
Yvon Godin,NDP,1589
Yvon L'Heureux,Liberal,106
Yvon Lévesque,BQ,525
Ève-Mary Thaï Thi Lac,BQ,1321
Ève Péclet,NDP,3368
Édouard-Charles St-Père,Liberal,68
Édouard H. Léger,CPC,166
Édouard Richard,Liberal,145
Édouard Caron,CPC,38
Édouard Desrosiers,CPC,141
Édouard Guilbault,CPC,53
Édouard Lacroix,Liberal,672
Édouard Rinfret,Liberal,266
Élaine Michaud,NDP,573
Élie Beauregard,Liberal,228
Élie Lacerte,CPC,74
Élie Mailloux,CPC,70
Émery Robichaud,CPC,113
Émile Fortin,CPC,150
Émilien Morissette,CPC,116
Percy Schmeiser,Liberal,152636
Tommy Douglas,NDP,199057
Al Palladini,CPC,3925
Amor De Cosmos,Liberal,7126
Arthur Sifton,Liberal,2771
Jim Prentice,CPC,31579
Don Getty,CPC,11778
Gary Doer,NDP,12797
Joey Smallwood,Liberal,22409
Adolphe-Philippe Caron,CPC,364
John Baird,CPC,19582
Danny Williams,CPC,NA
Stéphane Dion,Liberal,40324
Charlotte Whitton,CPC,7447
Doug Fisher,NDP,1549
Robert Lafrenière,CPC,140
C. D. Howe,Liberal,11594
Normand Grimard,CPC,175
Amable Jodoin,Liberal,173
Gino Matrundola,Liberal,278
James Thomas Milton Anderson,CPC,1220
William John Patterson,Liberal,1321
Rodney MacDonald,CPC,9290
Kathleen Wynne,Liberal,79324
Adélard Godbout,Liberal,5930
John Richardson,Liberal,383
Bob Lane,CPC,163
James Garfield Gardiner,Liberal,2837
Michael Dwyer,Liberal,20
Daniel Aloysius Riley,Liberal,277
Paul Massicotte,Liberal,663
William Howard Hearst,CPC,3047
James Alexander Lougheed,Liberal,3042
Rick Bartolucci,Liberal,1299
David Tsubouchi,CPC,6590
Bev Oda,CPC,12173
Brooke Claxton,Liberal,1715
Jack Anawak,Liberal,3779
George Black,CPC,1183
Lindsay Blackett,CPC,1676
Neil Brown,CPC,400
Manmeet Bhullar,CPC,4573
Laurel Broten,Liberal,1921
Alana DeLong,CPC,2802
Robert B. Dickey,CPC,2691
Marion Dewar,NDP,2589
Peter Ittinuar,Green,8818
Richard Hébert,Liberal,912
Dane Lloyd,CPC,5669
Frederick Tennyson Congdon,Liberal,150
George Coles,Liberal,3214
John Locke,Liberal,192
Rosemarie Falk,CPC,3963
William Wallace Burns McInnes,Liberal,377
Andrew Weaver,Green,12801
Carole Lavallée,BQ,2678
Charles Deblois,CPC,98
Jeanne Sauvé,Liberal,34939
Ellen Fairclough,CPC,12476
W. Ross Thatcher,Liberal,4476
Iona Campagnolo,Liberal,5842
Woodrow Lloyd,NDP,2497
Sophia Leung,Liberal,949
Lenore Zann,NDP,53191
Mira Spivak,CPC,810
Lincoln Alexander,CPC,61210
Grant Devine,CPC,6848
Arthur Sturgis Hardy,Liberal,1320
Hannah Bell,Green,843
James Hamilton Ross,Liberal,818
Charles Fitzpatrick,Liberal,1494
Rodolphe Laflamme,Liberal,520
Elizabeth May,Green,113754
Samuel Nelson Monteith,CPC,261
Peter Milliken,Liberal,7107
Dufferin Roblin,CPC,4269
Chrystia Freeland,Liberal,338766
Churence Rogers,Liberal,3183
Jean Yip,Liberal,6560
Charles Fisher,Liberal,3568
Gerard Phalen,Liberal,379
Lise Thibault,Liberal,4704
Mitchell Sharp,Liberal,3190
Alison Redford,CPC,32183
Christy Clark,Liberal,41051
Nellie McClung,Liberal,40587
Robert Stanfield,CPC,19716
Louis Robichaud,Liberal,3814
Camillien Houde,CPC,6628
Thomas Laird Kennedy,CPC,3004
Frank Miller,CPC,9947
Pierre Sévigny,CPC,NA
John Bracken,CPC,5754
A. Daniel McKenzie,CPC,264
A. H. Brightwell,CPC,309
Aaron Abel Wright,Liberal,124
Aaron Sweet,CPC,107
Abe William Miller,Liberal,82
Abraham LeBlanc,Liberal,73
Abraham Lesieur Desaulniers,CPC,124
Abram Farewell,Liberal,45
Absalom Greeley,Liberal,31
Absalom Shade Allan,Liberal,70
Achille-Ferdinand Carrier,Liberal,60
Adam Acres,CPC,150
Adam Brown,CPC,135
Adam Brown Crosby,CPC,131
Adam Carr Bell,CPC,224
Adam Crooks,Liberal,388
Adam Edward Vrooman,CPC,172
Adam Germain,Liberal,6366
Adam Gordon,Liberal,133
Adam Hope,Liberal,218
Adam Hudspeth,CPC,73
Adam J. Baker,CPC,149
Adam Johnston Fergusson Blair,Liberal,512
Adam King Hodgins,CPC,57
Adam Oliver,Liberal,316
Adam Vaughan,Liberal,30459
Adam Zimmerman,Liberal,873
Addison Alexander Mackenzie,CPC,2425
Adelbert Edward Hanna,CPC,106
Adolph Sylvester Matsalla,NDP,139
Adrian Dix,NDP,28641
Adrian Knatchbull-Hugessen,Liberal,825
Adriane Carr,Green,3645
Aemilius Irving,Liberal,205
Agar Rodney Adamson,CPC,436
Aideen Nicholson,Liberal,481
Aileen Carroll,Liberal,1180
Aimé Bénard,CPC,92
Al Adair,CPC,440
Al Hiebert,CPC,114
Al Horning,CPC,305
Al Hollingworth,Liberal,185
Al Johnson,CPC,250
Al Kolyn,CPC,150
Al Leach,CPC,499
Al MacBain,Liberal,387
Al Mackling,NDP,442
Al McDonald,CPC,2378
Al McLean,CPC,588
Al Zariwny,Liberal,356
Alan Carl Stewart,Liberal,143
Alan Chambers,Liberal,91
Alan Cockeram,CPC,89
Alan Gray Martin,Liberal,154
Alan Hyland,CPC,155
Alan Joseph Adamson,Liberal,153
Alan Nordling,CPC,220
Alan Pope,CPC,1169
Alan Redway,CPC,647
Alan Robinson,CPC,349
Alasdair Graham,Liberal,709
Albert A. Brown,CPC,79
Albert A. Pothier,CPC,92
Albert Allard,Liberal,203
Albert B. Douglas,Liberal,207
Albert Cooper,CPC,316
Albert Dyment,Liberal,206
Albert Edward Donovan,CPC,59
Albert Edward Kemp,CPC,947
Albert Edward Munn,Liberal,218
Albert Edwin Honeywell,CPC,117
Albert Ewing,CPC,228
Albert Fish,CPC,1300
Albert Frederick Macdonald,Liberal,86
Albert Frederick Healy,Liberal,62
Albert Frederick Totzke,Liberal,144
Albert Gayton,Liberal,176
Albert Grigg,CPC,74
Albert Hagar,Liberal,138
Albert Horner,CPC,412
Albert Hudson,Liberal,196
Albert James Bradshaw,CPC,77
Albert James Smith Copp,Liberal,150
Albert Joseph Brown,CPC,107
Albert Klapstein,CPC,92
Albert Lavigne,Liberal,118
Albert Ludwig,Liberal,613
Albert Mallory,Liberal,77
Albert McPhillips,CPC,142
Albert Parsons,CPC,150
Albert Planta,CPC,136
Albert Prince,Liberal,174
Albert Robertson,CPC,1001
Albert Roy,Liberal,267
Albert Victor Waters,CPC,158
Albert William Atwater,CPC,83
Alex Cullen,NDP,1955
Alex Jupp,CPC,168
Alex Kindy,CPC,1069
Alex McEachern,NDP,225
Alex Shepherd,Liberal,1126
Alexander Augustus Williamson Carscallen,CPC,113
Alexander Bell Patterson,CPC,831
Alexander Boyd Baird,Liberal,141
Alexander Charles Ross,Liberal,163
Alexander David Ferrier,CPC,89
Alexander Dew Chaplin,CPC,170
Alexander Duncan McRae,CPC,1178
Alexander E. Fraser,Liberal,52
Alexander Edwards,CPC,185
Alexander F. Cameron,Liberal,68
Alexander Ferguson MacLaren,CPC,505
Alexander Franklin Campbell,CPC,192
Alexander Francis Macdonald,Liberal,278
Alexander Fraser,Liberal,93
Alexander Garnet Brown,Liberal,309
Alexander Grant MacKay,Liberal,281
Alexander Gunn,Liberal,348
Alexander Haggart,CPC,77
Alexander Haley Jeffery,Liberal,214
Alexander Hall Roe,CPC,44
Alexander Hamilton McDonald,Liberal,222
Alexander James Anderson,CPC,153
Alexander Johnston,Liberal,234
Alexander Kenneth Maclean,Liberal,343
Alexander MacGillivray Young,Liberal,125
Alexander Martin,CPC,157
Alexander McCall,CPC,154
Alexander McCowan,CPC,199
Alexander McGillivray,CPC,247
Alexander McKay,CPC,150
Alexander McNeill,CPC,704
Alexander Morrison,CPC,86
Alexander Munro Martin,Liberal,63
Alexander Neil McLean,Liberal,216
Alexander O'Handley,Liberal,86
Alexander Patterson Mewhinney,Liberal,101
Alexander Peter Cockburn,Liberal,300
Alexander Peter Ross,CPC,163
Alexander Robertson,CPC,130
Alexander Robillard,Liberal,140
Alexander Ross,Liberal,106
Alexander Shaw,CPC,170
Alexander Sproat,CPC,115
Alexander Stuart,CPC,114
Alexander Thomas Embury,CPC,77
Alexander Walker Ogilvie,CPC,416
Alexander Webb Morris,CPC,111
Alexander William Chisholm,Liberal,91
Alexander Wilson Smith,Liberal,163
Alexandre-René Chaussegros de Léry,CPC,88
Alfie MacLeod,CPC,1280
Alfred Boultbee,CPC,231
Alfred Burke Thompson,CPC,264
Alfred Edgar MacLean,Liberal,127
Alfred Franklin Kenning,CPC,61
Alfred Gleave,NDP,163
Alfred Goulet,Liberal,217
Alfred Hales,CPC,213
Alfred Henry Bence,CPC,106
Alfred Henry Clarke,Liberal,156
Alfred Hutchinson Dymond,Liberal,157
Alfred Macyk,Liberal,77
Alfred Ogden,CPC,50
Alfred Putnam,CPC,63
Alfred Stong,Liberal,572
Alfred Stork,Liberal,330
Alfred Thibaudeau,Liberal,146
Alfred Thomas Gurd,CPC,64
Alfred Thompson,CPC,175
Alfred Westland Nixon,CPC,116
Alice Hanson,Liberal,213
Alice McGuire,Liberal,165
Alice Wong,CPC,16580
Alistair Stewart,NDP,1879
Allan Fraser,Liberal,100
Allan Furlong,Liberal,154
Allan Grossman,CPC,861
Allan Kerpan,CPC,3036
Allan Lawrence,CPC,1006
Allan Lee Woodrow,Liberal,61
Allan M.A. McLean,Liberal,226
Allan McKinnon,CPC,762
Allan Pietz,CPC,723
Allan Pilkey,NDP,453
Allan Reuter,CPC,109
Allan Warrack,CPC,225
Allan Williams,Liberal,344
Allen Bristol Aylesworth,Liberal,553
Allen Engel,NDP,152
Allen Haley,Liberal,156
Allen Sulatycky,Liberal,351
Almon Rennie,Liberal,63
Almonte Alkenbrack,CPC,142
Alonza J. White,Liberal,133
Alonzo Martell,Liberal,33
Alonzo Hyndman,CPC,181
Alphaeus Patterson,CPC,104
Alpheus Field Wood,CPC,81
Alphonse Alfred Clément Larivière,CPC,131
Alvin Curling,Liberal,2361
Alvin Hamilton,CPC,1380
Alwyn Bramley-Moore,Liberal,209
Amarjeet Sohi,Liberal,86819
Ambrose Bury,CPC,454
Ambrose Peddle,CPC,196
Amos Purdy,Liberal,55
Amrit Mangat,Liberal,1076
Amédée Melanson,Liberal,90
Andrew B. Ingram,CPC,209
Andrew Bannatyne,Liberal,1072
Andrew Beniuk,CPC,152
Andrew Brewin,NDP,772
Andrew Broder,CPC,216
Andrew Cash,NDP,8432
Andrew Chatwood,Liberal,151
Andrew Ernest Robinson,CPC,131
Andrew Esinhart,CPC,79
Andrew Gilmour,CPC,233
Andrew Haslam,CPC,210
Andrew Haydon,Liberal,245
Andrew Hogan,NDP,1351
Andrew James Macauley,NDP,239
Andrew Kania,Liberal,917
Andrew Kennedy,CPC,183
Andrew Knox,Liberal,134
Andrew Little,CPC,107
Andrew Malcolm,Liberal,69
Andrew Miscampbell,CPC,151
Andrew Monteith,CPC,268
Andrew Naismith Watson,CPC,175
Andrew Pattulo,Liberal,137
Andrew Petter,NDP,2754
Andrew Robert McLennan,Liberal,190
Andy Brandt,CPC,1868
Andrew Saxton,CPC,2802
Andrew Semple,Liberal,181
Andrew Shandro,Liberal,1579
Andrew Swan,NDP,1206
Andrew Thomson,NDP,2713
Andrew Thorburn Thompson,Liberal,256
Andrew Trew Wood,Liberal,203
Andrew Witer,CPC,466
Andrew Young McLean,Liberal,93
Andrew Younger,Liberal,1779
André-Boniface Craig,CPC,684
Andy Burton,CPC,447
Andy Iwanchuk,NDP,211
Andy Savoy,Liberal,290
Andy Thompson,Liberal,1528
Angela Vautour,CPC,1392
Angus A. Buchanan,Liberal,80
Angus Alexander McLean,CPC,119
Angus Baker,CPC,128
Angus Claude Macdonell,CPC,117
Angus Elderkin,Liberal,72
Angus Gladstone Buchanan,Liberal,70
Angus J. McDonald,Liberal,111
Angus MacLennan,Liberal,350
Angus McGillis,CPC,136
Angus McGillivray,Liberal,179
Angus McIsaac,Liberal,215
Angus McKay,Liberal,118
Angus McKay,CPC,1267
Angus McLeod,CPC,131
Angus Neil McCallum,Liberal,138
Angus Peter McDonald,CPC,128
Angus Ronald Macdonald,CPC,140
Ann Shipley,Liberal,356
Ann Sloat,CPC,343
Anna Terrana,Liberal,547
Annamarie Castrilli,Liberal,430
Anne Swarbrick,NDP,329
Anne deBlois Smart,NDP,131
Anson Dodge,CPC,1195
Anthony Housefather,Liberal,11357
Anthony McGuin Rankin,CPC,82
Anthony Merchant,Liberal,5547
Anthony Perruzza,NDP,2528
Anthony Robert Temple,Liberal,158
Anthony Rosenroll,Liberal,213
Antoine-Paul Cartier,CPC,155
Antoine Casavant,CPC,188
Anton Weselak,Liberal,66
Aquila Walsh,CPC,149
Archibald Campbell,Liberal,228
Archibald Campbell Miller,CPC,115
Archibald D. Johnston,CPC,280
Archibald Harley,Liberal,92
Archibald Hayes Macdonell,CPC,144
Archibald J. McLean,Liberal,1005
Archibald John Macdonald,Liberal,60
Archibald Johnstone,Liberal,288
Archibald Little,Liberal,75
Archibald McCoig,Liberal,104
Archibald McNab,Liberal,212
Arlene Julé,Liberal,154
Armand Daigle,Liberal,94
Armand Sylvestre,Liberal,56
Armstrong H. Musgrove,CPC,57
Arno Doerksen,CPC,244
Arnold Darroch,Liberal,48
Arnold Joseph Feusi,NDP,74
Arnold Malone,CPC,325
Arnold Neilson Smith,Liberal,129
Arnold Peters,NDP,393
Arnold Tusa,CPC,108
Arnold Webster,NDP,304
Art Donahoe,CPC,419
Art Lee,Liberal,1748
Art Phillips,Liberal,3141
Art Webster,NDP,364
Arthur Arnold Mahaffy,CPC,78
Arthur Boyle,CPC,918
Arthur Bunster,Liberal,277
Arthur Campbell Burt,CPC,129
Arthur Clarence Pratt,CPC,99
Arthur Cyril Boyce,CPC,107
Arthur Damude,Liberal,100
Arthur Desrosiers,Liberal,182
Arthur Drysdale,Liberal,280
Arthur Ebbett,Liberal,110
Arthur Edward Ross,CPC,477
Arthur Ellis,CPC,195
Arthur Frederick Rykert,CPC,135
Arthur Gordon,Liberal,224
Arthur James Bater,Liberal,125
Arthur Johnston,CPC,258
Arthur Kenneth Meen,CPC,134
Arthur LeRoy Smith,CPC,168
Arthur Lisle Thompson,Liberal,99
Arthur Maloney,CPC,481
Arthur Matheson,CPC,139
Arthur McQuade,CPC,242
Arthur Plante,CPC,141
Arthur Reaume,Liberal,244
Arthur Roebuck,Liberal,304
Arthur Rupert Dickey,CPC,459
Arthur Russell Nesbitt,CPC,119
Arthur Samuel Goodeve,CPC,104
Arthur Samuel Kendall,Liberal,226
Arthur Slaght,Liberal,100
Arthur Soetaert,Liberal,74
Arthur Thibault,NDP,364
Arthur Trefusis Heneage Williams,CPC,794
Arthur W. MacKenzie,Liberal,212
Arthur Wellington Ross,Liberal,616
Arthur White,Liberal,172
Arthur Wishart,CPC,651
Arthur de Witt Foster,CPC,105
Arunah Dunlop,CPC,66
Arza Clair Casselman,CPC,376
Asa Belknap Foster,CPC,289
Asha Seth,CPC,785
Aubrey Sperry,Liberal,73
Augustus Roberts,Liberal,112
Augustus Stoneman,Liberal,57
Amédée E. Forget,Liberal,916
Aulay MacAulay Morrison,Liberal,221
Aurèle Chartrand,Liberal,74
Austin Claypool,Liberal,120
Austin Edwin Dewar,Liberal,115
Austin Levi Fraser,CPC,73
Avard Longley,CPC,269
Avard Longley Davidson,CPC,101
Azaire Adulphe Aubin,CPC,146
Azel Randolph Lusby,Liberal,95
Baltis Rose,CPC,55
Barb Fisher,CPC,507
Barbara Greene,CPC,937
Barbara Sullivan,Liberal,1540
Barclay Edmund Tremaine,Liberal,106
Barrie Chivers,NDP,339
Barry Barnet,CPC,307
Barry Campbell,Liberal,1247
Barry Mather,NDP,277
Barry McFarland,CPC,205
Barry Pashak,NDP,4355
Barry Penner,Liberal,1700
Barry Turner,CPC,1007
Bart Maves,CPC,616
Bas Balkissoon,Liberal,13658
Karen Ludwig,Liberal,1440
Bea Firth,CPC,372
Becky Barrett,NDP,534
Becky Kent,NDP,614
Rod Phillips,CPC,60059
Ben Heppner,CPC,452
Ben Stewart,Liberal,4249
Ben Thompson,CPC,87
Beniah Bowman,Liberal,121
Benjamin Allen,Liberal,89
Benjamin Allmark,CPC,105
Benjamin B. Gunn,CPC,137
Benjamin Charles Prowse,Liberal,119
Benjamin Franklin Pearson,Liberal,146
